"topic","label","docid","text","probability"
4,"topic4","7825","woman serious injured in train station fall",0.102707118018928
9,"topic9","7826","doctors working too long former ama president",0.10174427002293
6,"topic6","7827","us plans for iraq under civilian rule may begin",0.101955139257294
1,"topic1","7828","racv predicts petrol price spike wont last",0.104947105405685
10,"topic10","7829","claim british government plotting to undermine bbc",0.111498333494972
3,"topic3","783","child deported before detained father told",0.100658797943076
9,"topic9","7830","concerns aired over tas logging",0.103418581447777
4,"topic4","7831","tracy aged care facility to keep doors open",0.103191602132211
9,"topic9","7832","amnesty calls for nauru asylum seeker access",0.102464786982258
7,"topic7","7833","man city sink sleepy spurs",0.104384182851973
8,"topic8","7834","downer fears substantial aceh death toll",0.102360390838549
3,"topic3","7835","total fire ban for sydney",0.102884345976353
10,"topic10","7836","virus decimating tassie icon bedevils scientists",0.10190308553038
8,"topic8","7837","perth resort workers protest smoke ban exemption",0.102284843807128
6,"topic6","7838","un brings food aid into n iraq",0.101388134831035
8,"topic8","7839","residents air dog track plan concerns",0.102697588656011
8,"topic8","784","anglers warned of algal bloom threat",0.103543360226425
7,"topic7","7840","bakery set to close doors",0.102718193907781
1,"topic1","7841","alcohol abuse on the agenda",0.101518809253076
7,"topic7","7842","hawthorns dixon to face striking charge",0.103417178206345
2,"topic2","7843","victorian domestic violence project launched",0.103604224322308
10,"topic10","7844","greece denies games preparations behind schedule",0.102891082832269
8,"topic8","7845","govt is to blame for ethanols unpopularity opp",0.103084509321595
8,"topic8","7846","politicians pour over school documents",0.101728663087027
4,"topic4","7847","soldiers silenced ahead of mutiny hearings",0.103337018181177
5,"topic5","7848","two positive dope tests at worlds report",0.101229041603065
10,"topic10","7849","improper practice allegations levelled against qeh",0.102791347062914
10,"topic10","785","speedhog clocked at 215 kph faces multiple charges",0.112388034405275
9,"topic9","7850","bushfire coronial inquiry winds up",0.100710065194447
1,"topic1","7851","south africa postpones racism inquiry",0.107374432721898
9,"topic9","7852","police probe mt paraburdoo death",0.101945576473137
6,"topic6","7853","jail for firefighter turned arsonist",0.101819928542281
2,"topic2","7854","ruptured water main to cost thousands",0.102945591749752
3,"topic3","7855","government urges greater efforts to protect",0.102139569390802
9,"topic9","7856","building approvals in surprise jump",0.103501923234595
7,"topic7","7857","20m boost for country town infrastructure",0.102493444185719
9,"topic9","7858","dizzy says all systems go for windies tour",0.103047266002617
8,"topic8","7859","dividends tax cuts spur share gains",0.102537449212685
10,"topic10","786","new mp behind the wheel in monaro",0.103582015091701
8,"topic8","7860","residents urged to highlight power woes",0.101617701734539
4,"topic4","7861","firefighter inquest begins",0.101153063803611
3,"topic3","7862","png considers joining solomons force",0.104417558181349
5,"topic5","7863","court increases sentences for child sex abusers",0.103522629090905
8,"topic8","7864","arafat aide proposes indefinite ceasefire with",0.102371457822256
6,"topic6","7865","catchment strategy replies available soon",0.10141220593304
2,"topic2","7866","saddams fedayeen plans comeback newspaper report",0.102171135146015
8,"topic8","7867","gunners demolish city as man u stumble",0.101502332791278
5,"topic5","7868","man faces court on armed robbery charges",0.10346867056151
6,"topic6","7869","health review launch soured by funding criticism",0.102376589540593
6,"topic6","787","blair bush send messages to iraqis",0.102013175681633
4,"topic4","7870","trawlers prompt concern over giant crab fishery",0.103492422750273
10,"topic10","7871","levy scrapping may help boost great southern",0.101265865197978
2,"topic2","7872","melbourne ceremonies mark bali anniversary",0.104607575431498
10,"topic10","7873","russian city awards units to festive babies",0.11078777159655
5,"topic5","7874","injured kenyan jnr champ to miss world cross",0.10365023801851
7,"topic7","7875","farming heroes inducted into agricultural hall of",0.102843968753407
3,"topic3","7876","act labor caucus to consider inner criticism",0.102011060603687
7,"topic7","7877","even food poisoning cannot stop history making",0.102438052044709
9,"topic9","7878","doctors group sceptical about telecommunication",0.10195486786288
1,"topic1","7879","iraq reconstruction in australias interest pm",0.101404654591397
1,"topic1","788","deputy pm questions airport plan",0.102131885893783
4,"topic4","7880","fund security upgrade with ansett levy oppn",0.103043498476673
3,"topic3","7881","anti war protesters march in adelaide",0.101726309732085
9,"topic9","7882","industry concerns about impact of wine",0.103547107054906
4,"topic4","7883","tropical fruit producers cleared to irradiate",0.104808609972524
10,"topic10","7884","martyn ruled out of windies one dayers",0.103121742030127
8,"topic8","7885","pampling remains in contention",0.102977265892718
2,"topic2","7886","qld opposition hops aboard bombay express",0.117538362862468
6,"topic6","7887","philippines peacekeepers doctors to enter iraq",0.102048711818195
3,"topic3","7888","thunderstorms tear up southern nsw",0.102599415319097
6,"topic6","7889","catholic archdiocese to take over mercy care centre",0.10799741318413
8,"topic8","789","warwick turns on motor race success",0.102745313165296
2,"topic2","7890","warriors lose jones for three weeks",0.100743934497986
8,"topic8","7891","bankrupt tyson needs win over king to ko debt",0.112227078453888
5,"topic5","7892","wilderness society wants tall trees protected in",0.10414053767
5,"topic5","7893","atsic to improve substandard housing",0.102771234849881
9,"topic9","7894","sugar council welcomes greater industry",0.101546787376319
1,"topic1","7895","vic govt says fast train still on track",0.10197117170931
8,"topic8","7896","molik makes third round in shanghai",0.101174982041736
3,"topic3","7897","epa highlights need for smelter housing clean up",0.10252017402388
3,"topic3","7898","phelps misses klims 100m fly record",0.104283305609437
4,"topic4","7899","murphy steps into odriscolls shoes for australia",0.102758231742754
4,"topic4","79","trade minister plays down wto summit failure",0.10198599483974
7,"topic7","790","sa invites bali victims to claim compo",0.102580714479157
7,"topic7","7900","nsw land council claims govt report flawed",0.105059564297515
5,"topic5","7901","kelly welcomes ethanol trial",0.102627567325943
1,"topic1","7902","pakistan to push icc on india boycott",0.101622963618086
6,"topic6","7903","kenyan media company records 56pc profit",0.102623792258624
10,"topic10","7904","pells elevation to cardinal gets mixed reaction",0.101662247397979
8,"topic8","7905","ford recalls 17 million suvs",0.106152185788953
9,"topic9","7906","youth substance abuse addressed in new video",0.103342043077858
4,"topic4","7907","trial date looms for former k and s secretary",0.101475683116764
6,"topic6","7908","us columnist killed in iraq",0.101453893815742
5,"topic5","7909","liverpool win but lazio held by krakow",0.10273352837317
6,"topic6","791","final whistle blows for leisure rail",0.10206189643734
7,"topic7","7910","new vice president for dairy group",0.101564755088556
9,"topic9","7911","no wa govt mps named in police corruption inquiry",0.101465170491443
1,"topic1","7912","azzuri facing final euro hurdle",0.103725763790577
9,"topic9","7913","n korea warns of dark clouds gathering",0.105194478689968
8,"topic8","7914","storm puts out dragons fire",0.101435985340003
2,"topic2","7915","robredo rolls hewitt costa wins marathon",0.102656870088624
7,"topic7","7916","aboriginal community seeks land handover",0.102168193400015
9,"topic9","7917","melbourne showground sell off condemned",0.102338293331639
2,"topic2","7918","bali memorial planned for coogee",0.102883427717498
2,"topic2","7919","regional council poll begins in sa",0.102539187578725
5,"topic5","792","injured safin canas withdraw from us open",0.104855494944936
6,"topic6","7920","qld nationals maintain stance against telstra sale",0.101481514515051
5,"topic5","7921","sheringham asks to stay at spurs",0.10137302609547
8,"topic8","7922","indonesian army general jailed over e timor",0.100886778678596
4,"topic4","7923","hemp claims court ruling will enhance disrespect",0.102269699479565
1,"topic1","7924","cruzeiro flamengo reach copa brasil final",0.107216700433692
4,"topic4","7925","moyes looking to strengthen strike force",0.101651054854884
1,"topic1","7926","bryant charged with sexual assault",0.103673692443989
3,"topic3","7927","report highlights need for improved eco cooperation",0.10173057501619
8,"topic8","7928","tariff cuts could slash jobs vic govt",0.102149830365308
4,"topic4","7929","five us officers injured in iraq suicide attack",0.101991302589061
6,"topic6","793","survey shows high level of drug use at snow fields",0.102298381587037
5,"topic5","7930","white puts troubles behind her to win again",0.102169320600865
10,"topic10","7931","level three restrictions come into force",0.10151128477976
5,"topic5","7932","beattie says public entitled to hear teenagers",0.101808631670307
2,"topic2","7933","spaniards face grass court ordeal in melbourne",0.102859576662637
1,"topic1","7934","emergency sparks beacon support",0.10202810772864
3,"topic3","7935","greed gambling motivate crime report",0.106456484081567
8,"topic8","7936","figueroa agrees five year deal with birmingham",0.101484201003829
6,"topic6","7937","bush annan hold first talks after iraq conflict",0.110479818858907
2,"topic2","7938","canada shocks china in world cup semis",0.101968105994223
2,"topic2","7939","im here to win it says sharapova after dumping",0.101648172136085
6,"topic6","794","tight security greets howard crean in bali",0.103338381935807
6,"topic6","7940","bush says war against iraq on course warns off",0.102659023251597
6,"topic6","7941","sheep crisis damaging international reputation",0.105480537676548
6,"topic6","7942","favourites march on",0.101119705163043
9,"topic9","7943","huge explosions seen towards basra from kuwait",0.101872151127986
7,"topic7","7944","new approach taken to water reform",0.101841735324365
5,"topic5","7945","australia beats colombia in fed cup",0.101528846453635
3,"topic3","7946","more expressions of interest in historic entally",0.101404978578999
